source,desc
Hacker News,"CoinTracker | Engineer #1 | San Francisco, CA | Full-time | ONSITE<p>CoinTracker is a portfolio &amp; tax manager for cryptocurrency.<p>We are working on making cryptocurrency trading much more user-friendly; building a simple, secure, reliable cryptocurrency wallet; making cryptocurrency taxation easy; and so much more. Ultimately, we think an individual should be able to move their money anywhere in the world instantly at any time without having to be at the mercy of a third party. We believe that being the true owner of your money and other digital assets is a powerful idea. If this excites you, please let us know!<p>Some Facts About CoinTracker:<p><pre><code>  * Tracking over $200M in crypto assets across 30,000 connected exchange accounts
  * Ramen-profitable
  * Funded by YC, Initialized Capital (Coinbase’s first seed investor), Juan Benet (Filecoin), and other great angels
  * https:&#x2F;&#x2F;techcrunch.com&#x2F;2018&#x2F;04&#x2F;10&#x2F;cointracker-raises-1-5m</code></pre>
Job Description: <a href=""https:&#x2F;&#x2F;www.cointracker.io&#x2F;about#job_software_engineer"" rel=""nofollow"">https:&#x2F;&#x2F;www.cointracker.io&#x2F;about#job_software_engineer</a>"
Hacker News,"Springbuk | Principal Backend Engineer | Growth-Stage | Full-time | Indianapolis | REMOTE | Competitive Salary + Equity
At Springbuk, we’re undergoing a major platform re-architecture in response to our rapidly scaling customer base. We need your help to lead that transition from monolith to microservices and from data analysis that works to data analysis that scales.<p>• Product: Health Intelligence Platform for Self Insured Employers, Brokers, and Wellness Companies (<a href=""https:&#x2F;&#x2F;www.springbuk.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.springbuk.com</a>)<p>• Raised our $20M Series B in Feb. Total money in ~$25M.<p>• Strong revenue and product growth 3 years in a row.<p>• 1600+ paid employer customers on the platform<p>• Tech: Ruby, Python, Postgres, Elasticsearch, AWS<p>== Full Description &#x2F; Apply ==<p><a href=""https:&#x2F;&#x2F;hire.withgoogle.com&#x2F;public&#x2F;jobs&#x2F;springbukcom&#x2F;view&#x2F;P_AAAAAADAAADPNsE0Xc1T-t"" rel=""nofollow"">https:&#x2F;&#x2F;hire.withgoogle.com&#x2F;public&#x2F;jobs&#x2F;springbukcom&#x2F;view&#x2F;P_...</a>"
Hacker News,"BuildZoom | San Francisco, CA | Full-Time, Onsite Only | <a href=""https:&#x2F;&#x2F;www.buildzoom.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.buildzoom.com</a><p>BuildZoom simplifies the process of selecting a general contractor and improving the outcomes of remodeling and construction projects. By gathering and analyzing information on 3.5 million licensed contractors and 100 million improvement projects, we bring new levels of transparency and accountability to a notoriously difficult industry.<p>To learn more about who we are, our engineering culture, and whether this is the right place for you, read our Key Values profile: <a href=""https:&#x2F;&#x2F;www.keyvalues.com&#x2F;buildzoom"" rel=""nofollow"">https:&#x2F;&#x2F;www.keyvalues.com&#x2F;buildzoom</a><p>Here are our open roles:<p>- Lead Engineer: <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;buildzoom&#x2F;5d98e8d6-b8be-4871-a1de-109af3cb204d?lever-origin=agency&amp;lever-source%5B%5D=KEYVALUES"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;buildzoom&#x2F;5d98e8d6-b8be-4871-a1de-109a...</a><p>- Full Stack Engineer: <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;buildzoom&#x2F;de320f7b-65b9-492a-b1fe-bb514de26d0a"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;buildzoom&#x2F;de320f7b-65b9-492a-b1fe-bb51...</a>"
Hacker News,"Albelli Group | FULL-TIME | Amsterdam - the Netherlands | ONSITE | €55.000 and up<p>Albelli is a B-to-C photo printing company, active all over the world with different brands including ReSnap. We print photo books, mugs, calendars, etc. with our customers’ photos. About 40% of our staff is expat, creating an international vibe with over 30 nationalities. The office is located 2 minutes from Amsterdam Central station.<p>We are looking for<p>Senior JavaScript developer
Full Stack Web Developer
.NET Software Developer
Scrum Master<p>Data Platform Engineer with AWS experience
Senior Systems Administrator<p>Channel Data Analyst (e.g. Qlikview, Omniture, Adobe Marketing Cloud, SQL)
Customer Intelligence Analyst<p>Send your resume to (remi @ resnap.com)"
Hacker News,"Penguin Pay | Senior Fullstack Engineer | New York, NY | Onsite | <a href=""https:&#x2F;&#x2F;www.paywithpenguin.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.paywithpenguin.com</a><p>In most cases, medical expenses are not a patient’s decision — they’re a necessity. Penguin Pay is reimagining medical financing so that it doesn’t take advantage of the patient, and instead provides a best-in-class lending experience that preserves their physical and financial health. Our initial offering is a 0% interest loan targeting the 25 million Americans skipping doses, taking less medication, or delaying refilling prescriptions due to cost. Patients using Penguin Pay show increased adherence, fewer hospital visits, and importantly, stay out of a dangerous cycle of high-interest debt.<p>We&#x27;re looking for a full stack engineer with frontend expertise to work on our website (paywithpenguin.com) and our microservice suite that handles loan origination and servicing.<p>Stack: Heroku, AWS, MongoDB, PostgreSQL, Javascript, ReactJS, NodeJS, TypeScript, Express, Python, Flask, Linux<p>Feel free to apply here: <a href=""https:&#x2F;&#x2F;boards.greenhouse.io&#x2F;paywithpenguin&#x2F;jobs&#x2F;1189390"" rel=""nofollow"">https:&#x2F;&#x2F;boards.greenhouse.io&#x2F;paywithpenguin&#x2F;jobs&#x2F;1189390</a>
(mention HN on &quot;How did you hear about this job?&quot;)"
Hacker News,"DataKitchen | Boston&#x2F;Cambridge, MA, ONSITE full-time | Data Engineer in Customer Success (SQL, big data, Redshift, Python, AWS,) | <a href=""http:&#x2F;&#x2F;www.datakitchen.io&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;www.datakitchen.io&#x2F;</a><p>DataKitchen, Inc. enables analytic teams to deliver value quickly, with high quality, using the tools that they love. DataKitchen provides the world’s first DataOps platform for data-driven enterprises, enabling them to support data analytics that can be quickly and robustly adapted to meet evolving requirements. DataKitchen is leading the DataOps movement to incorporate Agile Software Development, DevOps, and manufacturing based statistical process control into analytics and data management. Our company is profitable, stable, rapidly growing and stock will be part of the package.<p>You should have solid SQL development experience along with the ability to interface with customers (though there will be no significant travel required). This position requires excellent technical skills, good business communication skills, excellent attention to detail and follow-up, and the ability to self-manage. You will get great exposure as you work directly with our customers to tackle tough business challenges.<p>Working knowledge of SQL including creation and maintenance of tables, views, indexes, and stored procedures. Some Python coding experience and experience building Docker containers is a plus. AWS and Amazon Redshift experience is a plus. Flexibility and self-motivation – with a problem solver&#x27;s attitude. Excellent attention to detail. Ability to work independently yet collaborates cross-functionally in a team environment. Highly effective written and verbal communication skills with a collaborative work style.
We offer competitive pay, benefits like a company funded 401K, experienced team (we all code), amazing customers, equity, and a cool office location.<p>Contact jobs@datakitchen.io"
Hacker News,"untapt | Software Engineer | on-site | Full-time | <a href=""https:&#x2F;&#x2F;www.untapt.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.untapt.com</a> | $100K – $140K + equity.<p>untapt uses AI to help software engineers find great jobs. You’ll work alongside a team of passionate developers who are working to flip hiring on its head.<p>Our technology challenges are vast: on the surface, we&#x27;re iterating upon a two-sided web application that is unlike anything engineers and hiring managers have ever seen. We&#x27;re building a sophisticated, analytics-driven matching engine that uses structured and unstructured data to predict highly symbiotic working relationships. We use Angular, Flask, MongoDB, Redis, Kubernetes, and a healthy dose of Secret Sauce™ to make it all happen.<p>Together, we&#x27;ll change how developers find work – forever.<p>Here’s how we’d ask you to apply: sign up at <a href=""https:&#x2F;&#x2F;www.untapt.com&#x2F;r&#x2F;hn"" rel=""nofollow"">https:&#x2F;&#x2F;www.untapt.com&#x2F;r&#x2F;hn</a>. You should match with our position and be able to show your interest using the platform. We look forward to seeing your profile and connecting directly with you."
Hacker News,"Chariot Solutions | Java, Scala, Angular, iOS, Android | Fort Washington, PA | Full-time, ONSITE<p>Based outside of Philadelphia, PA, Chariot Solutions is the area&#x27;s leading project-based consulting firm - we&#x27;re a tight knit crew that work on a wide variety of technologies, and solve an even wider variety of problems. A full stack skill set is vital, as is the ability to pick up and run with new technologies.  Our customers bring us in to solve their most challenging problems, guide their teams on new initiatives, and provide expert technology advice.<p>For example:<p>* Recommendation engine for cable television viewers<p>* Energy usage forecasting<p>* Video on-demand streaming analytics<p>* Real time GPS to road network mapping through noise and data * loss<p>* Mobile home security and automation applications<p>* Clinical trial data management enterprise applications<p>Frontend: Angular, React, Javascript&#x2F;Typescript<p>Backend: Java, Scala<p>Mobile: iOS (Swift, Objective-C), Android (Kotlin, Java)<p>Bonus: If you have an interest and skills in DevOps, Cloud (AWS, Azure), or Big Data (Spark, Hadoop) and Machine Learning (Tensorflow, Keras), even better!<p>Check out <a href=""https:&#x2F;&#x2F;chariotsolutions.com&#x2F;careers&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;chariotsolutions.com&#x2F;careers&#x2F;</a> for open positions."
Hacker News,"VoiceOps | San Francisco, CA | Full-Time, Onsite | <a href=""https:&#x2F;&#x2F;voiceops.com"" rel=""nofollow"">https:&#x2F;&#x2F;voiceops.com</a><p>VoiceOps is the #1 AI platform for analyzing enterprise voice.<p>The richest data source about customers — their conversations — is the least accessible. Our mission is to provide easy access to customer conversations and make voice data queryable. Our product analyzes the content of sales and support conversations and generates insights on phrases that maximize successful outcomes.<p>To learn more about who we are, our engineering culture, and whether this is the right place for you, read our Key Values profile: <a href=""https:&#x2F;&#x2F;www.keyvalues.com&#x2F;voiceops"" rel=""nofollow"">https:&#x2F;&#x2F;www.keyvalues.com&#x2F;voiceops</a><p>Here are our open roles:<p>- Product Engineer: <a href=""https:&#x2F;&#x2F;angel.co&#x2F;voiceops&#x2F;jobs&#x2F;205241-product-engineer"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;voiceops&#x2F;jobs&#x2F;205241-product-engineer</a><p>- Product Designer + Front End Dev : <a href=""https:&#x2F;&#x2F;angel.co&#x2F;voiceops&#x2F;jobs&#x2F;215809-part-time-product-designer-front-end-dev-remote-ok"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;voiceops&#x2F;jobs&#x2F;215809-part-time-product-desi...</a><p>- Product Engineering Lead: <a href=""https:&#x2F;&#x2F;angel.co&#x2F;voiceops&#x2F;jobs&#x2F;227575-product-engineering-lead"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;voiceops&#x2F;jobs&#x2F;227575-product-engineering-le...</a><p>- Machine Learning Engineer Practitioner: <a href=""https:&#x2F;&#x2F;angel.co&#x2F;voiceops&#x2F;jobs&#x2F;350140-machine-learning-engineer-practitioner"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;voiceops&#x2F;jobs&#x2F;350140-machine-learning-engin...</a><p>- Front End Engineer: <a href=""https:&#x2F;&#x2F;angel.co&#x2F;voiceops&#x2F;jobs&#x2F;350129-front-end-engineer"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;voiceops&#x2F;jobs&#x2F;350129-front-end-engineer</a><p>Tech Stack: Rails for user facing side
React
Python for backend integrations&#x2F;data science"
Hacker News,"TradeIt | NYC (SoHo), NY, USA | Experienced backend&#x2F;API engineers | Full Time | Onsite | $100-150K | <a href=""https:&#x2F;&#x2F;trade.it"" rel=""nofollow"">https:&#x2F;&#x2F;trade.it</a><p>We are a funded fintech startup that provides an API that allows our partners&#x27; applications to integrate with brokers for stock trading, portfolio management, account opening, automated trading, crypto (and more!). We are currently signing new partners and brokers on a weekly basis and are expanding internationally. Check out the broker linking and trading in the Yahoo Finance apps (iOS&#x2F;Android&#x2F;web) to see TradeIt in action.<p>The API team is looking for engineers with strong backend&#x2F;API experience, preferably (but not necessarily) on a Java stack. Lots of interesting architecture, concurrency, and performance challenges await.<p>Detailed job description here:
<a href=""https:&#x2F;&#x2F;angel.co&#x2F;tradeit&#x2F;jobs&#x2F;80530-software-engineer-api-team"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;tradeit&#x2F;jobs&#x2F;80530-software-engineer-api-te...</a>"
Hacker News,"ExecVision | Frontend Engineer | Arlington, VA | Full-time | REMOTE<p>ExecVision is a leading conversation intelligence platform for sales calls.<p>We&#x27;re looking for frontend engineers - you&#x27;ll be primarily working with React and D3, building workflow tools, data visualizations, and new product features.<p>Please send your resume and cover letter to careers@execvision.io"
Hacker News,"EMBL Heidelberg | Python Developer | Heidelberg, Germany | Full-time, ONSITE, VISA<p>The European Molecular Biology Laboratory (EMBL) is one of the highest ranked scientific research organisations worldwide. We are looking for an engineer to join the team which develops the ilastik toolkit. ilastik is an open source tool which allows users without image processing or machine learning expertise to train classifiers interactively, segment images, extract and classify features and track dividing objects. It is especially popular in the bioimage analysis community.<p>The profile we are looking for:
- Python, especially its numerical libraries
- C++ and bridges from Python to C++
- Enthusiasm for open source development
- Good to have: Java knowledge, DevOps experience<p>What we offer:
- A fun international work environment
- A broad range of technological challenges, from web development to machine learning
- Help with visas and relocation<p>Apply online at: <a href=""https:&#x2F;&#x2F;www.embl.de&#x2F;jobs&#x2F;searchjobs&#x2F;index.php?ref=HD_01306&amp;newlang=1&amp;pos[]=0&amp;loc[]=0"" rel=""nofollow"">https:&#x2F;&#x2F;www.embl.de&#x2F;jobs&#x2F;searchjobs&#x2F;index.php?ref=HD_01306&amp;n...</a><p>Questions? e-mail anna.kreshuk@embl.de"
Hacker News,"Commure, Inc. | Montreal, Canada | Senior Frontend&#x2F;React Engineer | Full-time | ONSITE<p>We are a stealth startup working to fix the software doctors use. If you have seen what physicians have to put up with, it&#x27;s a bad version of the 90s, and makes medical care worse and more expensive for everyone. We are a group of previously successful engineers and entrepreneurs (MIT, Dartmouth, Datapower, Stripe, Salesforce, etc) and senior doctors (Johns Hopkins, UCSF, etc) who are determined to finally fix this.<p>Senior Frontend Engineer:<p>- help us delight physicians with great UX that helps them take care of patients<p>Requirements:<p>- production experience with react.js, redux &amp; related ecosystem<p>- strong general programming skills<p>- success in shipping complex products<p>Strong pluses:<p>- react-native and&#x2F;or other mobile experience a plus<p>- passion for great UX<p>- experience with enterprise products and&#x2F;or healthcare IT<p>Compensation: market salary &amp; equity -- we are well funded."
Hacker News,"Beanworks | Vancouver, BC | Full-Time | OnSite | <a href=""https:&#x2F;&#x2F;www.beanworks.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.beanworks.com</a><p>We are a established and well funded 6 year old SaaS company headquartered in Vancouver. We are passionate about the future of accounting automation and how we will shape that future through technology. We automate the process of vendor payables from the moment the Purchase Order is created, Invoices arrive and Payments are electronically sent to the Vendors, through various approval workflows. Although basic knowledge of accounting will help you ramp up quicker, it&#x27;s not integral as you need to know very little to do your job. We have been selected as the exclusive AP Automation partner for Sage software. The Beanworks office in Gastown is located in the heart of the West Coast tech community. We come to work each day ready to make an impact by delivering a product that measurably improves the working lives of accounting professionals. Our products are built to delight.<p>We&#x27;re hiring the following roles:<p>- Software Engineer(s) [Full Stack: PHP JavaScript C#.NET Java]<p>- Software Engineer(s) in Test<p>- VP Sales &amp; Marketing<p>- VP Customer Success<p>- Customer Service Representative<p>Email: careers [ at ] beanworks.com<p>Who we are: <a href=""https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=KaylPHSqvWk"" rel=""nofollow"">https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=KaylPHSqvWk</a>"
Hacker News,"Hi All,<p>PKC (<a href=""https:&#x2F;&#x2F;pkc.io"" rel=""nofollow"">https:&#x2F;&#x2F;pkc.io</a>) is looking for a Senior Clojure Architect who can lead our growing team of excellent junior+mid+senior computer scientists and help us lay rail for an all-clojure toolset that we will be building out and sharing with the larger Clojure community in the near future. This job is a good fit for you if you enjoy mentoring and teaching the finer points of production-level Clojure, but also still enjoy getting your hands dirty and writing excellent Clojure. There’s a more detailed job description here: <a href=""https:&#x2F;&#x2F;stackoverflow.com&#x2F;jobs&#x2F;173809"" rel=""nofollow"">https:&#x2F;&#x2F;stackoverflow.com&#x2F;jobs&#x2F;173809</a>.<p>Location: 🇺🇸 on-site in Huntington Beach, California (we’ll cover your move) : $160k-$200k&#x2F;year base, depending on experience Benefits: Strong entrepreneurial, empowering, and moral company culture Make a major contribution to the Clojure ecosystem 100% PPO Health&#x2F;Dental&#x2F;Vision Work on interesting computer security problems<p>More about us: PKC was founded in 2014 and is located in Huntington Beach, CA (Southern California). We are a security-focused, custom software firm that builds cutting-edge software to solve our clients’ most wicked problems. Our work spans across the fintech, e-commerce, NGO, and education spaces. You can find out more about us and peruse our blog here: <a href=""https:&#x2F;&#x2F;pkc.io"" rel=""nofollow"">https:&#x2F;&#x2F;pkc.io</a>.<p>If you are interested, email Mike at jobs@pkcsecurity.com with your resume and any questions you may have. You should hear back quickly."
Hacker News,"LinkedIn - Infrastructure Software Development | Senior&#x2F;Staff Software Engineer - Backend, Python | ONSITE Sunnyvale, CA | Full-time | <a href=""https:&#x2F;&#x2F;www.linkedin.com&#x2F;jobs&#x2F;view&#x2F;712546597"" rel=""nofollow"">https:&#x2F;&#x2F;www.linkedin.com&#x2F;jobs&#x2F;view&#x2F;712546597</a><p>LinkedIn&#x27;s Infrastructure Software Development team builds and manages the company&#x27;s production infrastructure source of truth, data center inventory and configuration management systems, monitoring, and workflow automation systems that underpin all of LinkedIn&#x27;s production operations. We&#x27;re looking for strong Senior or Staff level backend engineers to help us build highly reliable systems. We&#x27;re a small team of strong developers, your contributions would have a large impact on LinkedIn&#x27;s operations. Experience building data center monitoring, reporting, automation, or capacity management tooling is a big plus, but not a requirement.<p>Our software craftsmanship standards and culture are amazing, and our benefits and work-life-balance are top notch too, if you&#x27;re into those sorts of things. I&#x27;m an engineer on the team, happy to answer any questions.<p>Check out the job description and apply here: <a href=""https:&#x2F;&#x2F;www.linkedin.com&#x2F;jobs&#x2F;view&#x2F;712546597"" rel=""nofollow"">https:&#x2F;&#x2F;www.linkedin.com&#x2F;jobs&#x2F;view&#x2F;712546597</a>"
Hacker News,"Invia Group Germany| (Senior) Android Developer (m&#x2F;f)| Berlin, Germany | ONSITE | RELOCATION and VISA Support<p>The Invia Group is a pan-European market leader in online travel sales and brings together leading travel portals in Europe under one roof. From package holidays to tailored tours, from business trips to family breaks.<p>We are looking for a talented Android Developer (m&#x2F;f) with an intrinsic curiosity in technological innovations for our mobile team in Berlin.<p>Tech Stack: Kotlin,  RxJava 2,  Android Architecture Components (ViewModel, LifecycleObserver) Android Databinding, DbFlow, Retrofit,  Moshi &amp; Kotshi, Modular Architecture based on MVVM and Gradle Modules<p>Your tasks:<p>-	Develop the ab-in-den-urlaub.de - Android App using cutting edge technologies
-	Write object oriented, structured, high performance and reusable code
-	Push forward our test-driven development process including unit, integration- and functional testing
-	You create and analyse automated tests
-	Share new ideas and make decisions about app architecture and technologies<p>To find out more and apply follow the link: <a href=""http:&#x2F;&#x2F;bit.ly&#x2F;AndroidDeveloperTravel"" rel=""nofollow"">http:&#x2F;&#x2F;bit.ly&#x2F;AndroidDeveloperTravel</a><p>In case you have any questions, do not hesitate and contact Alexander Schubert  via jobs@invia.de
We are also looking for Front End Developer (m&#x2F;f) and Back End Developer (m&#x2F;f) 
just have a look at our careerpage =&gt; <a href=""http:&#x2F;&#x2F;bit.ly&#x2F;InviaCareer"" rel=""nofollow"">http:&#x2F;&#x2F;bit.ly&#x2F;InviaCareer</a>"
Hacker News,"Trumid Labs | New York, NY | Full-time | Onsite | Multiple Data Science Positions<p>Trumid Labs is the quantitative analytics group within Trumid. Labs uses data science to maximize the network effect across Trumid’s products and services. Trumid Labs&#x27; marquee product, FVMP, is an adaptive model that produces real time prices for approximately 22,000 corporate bonds based on price movements from multiple data sources.  Additionally, Labs is responsible for drawing business insights from Trumid&#x27;s internal data, and building out the company&#x27;s data infrastructure. Check out FVMP here: <a href=""https:&#x2F;&#x2F;www.trumid.com&#x2F;labs.html"" rel=""nofollow"">https:&#x2F;&#x2F;www.trumid.com&#x2F;labs.html</a><p>About Trumid
Trumid is a financial technology startup bringing efficiency to credit trading through data, technology and beautifully simple products. Trumid was founded in 2014 by credit professionals with over 100 years of combined trading experience and is headquartered in New York.<p>If you’re interested in any of our roles, email me with your resume at abromberg@trumid.com<p>== Junior Data Scientist &#x2F; Engineer ==
Trumid Labs is looking for a junior data scientist &#x2F; engineer eager to make an impact at a growing company. The products you work on directly affect business operations and our clients. This is a position where you’ll be expected to take on tasks that range from higher level data modeling to low level infrastructure and network setup. The successful candidate possesses intellectual curiosity and the ability to collaborate with other teams across the organization.<p>Example Projects
- Write an ETL pipeline to report metrics on user activity and create corresponding visualizations in Tableau
- Improve the natural language processing behind our internal chatbot tool
- Collaborate with the sales team to provide business analytics and reporting
- Research incremental improvements to our FVMP product and productionize your improvements<p>== Quant Researcher &#x2F; Engineer ==
Trumid Labs is looking for an experienced quant research &#x2F; engineer to take ownership of Trumid Labs’ core product, FVMP. You will be responsible for driving innovations in FVMP as well as providing day-to-day support. You will also take lead on building new data products to complement FVMP. The successful candidate will be a self-starter, intellectually curious and possess the ability to see a project through from research to production. (Note: Trumid writes all of our own production code).<p>Example Projects
- Research and productionize improvements to the underlying process model that drives FVMP
- Improve outlier detection of the data going into FVMP using a machine learning model
- Build derivative products from FVMP, such as a service that generates pairs trading ideas by looking at historical correlations of FVMP<p>For more details visit <a href=""https:&#x2F;&#x2F;www.trumid.com&#x2F;careers.html"" rel=""nofollow"">https:&#x2F;&#x2F;www.trumid.com&#x2F;careers.html</a> or email abromberg@trumid.com"
Hacker News,"Online Rewards | Senior Software Developer | Cincinnati, OH | Full-time, ONSITE | $90-$150K<p>Open Positions:<p>* Senior Back-end Developer (Perl, Ruby, MySQL, PostgreSQL)<p>Online Rewards is a technology agency that builds private label incentive and loyalty programs for corporate and government clients in the United States and globally. We are currently transitioning from Perl 5 and MySQL to Ruby and PostgreSQL, but we care more about your ability to learn than your proficiency with a specific stack.<p>We offer dual screen OS X workstations, beautiful offices in historic Carew Tower overlooking Fountain Square, a casual cubicle-free environment, and sustainable work based on real 40-hour weeks.<p>If you are interested email me directly at matt.zorn@online-rewards.com."
Hacker News,"Gymglish | Engineering&#x2F;Learning Tech | Paris, FRANCE | Full-Time | ONSITE<p>Gymglish is a Paris-based company founded in 2004. We offer innovative language learning solutions online (French and English) using personalized content, an expert learning system and a team of creative content writers. Our aim is to keep learners engaged and motivated thanks to fun, short, content personalized to their needs.<p>We&#x27;re currently hiring for our Paris offices:<p>* Full Stack Python developer<p>* Front-End developer<p>* as well as other roles in UX&#x2F;UI, Acquisition Marketing and Sales.<p>Everything is explained here (including funny video):<p><a href=""https:&#x2F;&#x2F;www.gymglish.com&#x2F;en&#x2F;jobs&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.gymglish.com&#x2F;en&#x2F;jobs&#x2F;</a>"
Hacker News,"Criteo | Software Engineer | Paris, France; Palo Alto, California | Full time | Onsite |<p>Criteo is a technology company that offers a personalized retargeting solution to advertisers globally.<p>There are positions for Research, DevOps, Full-Stack engineers and managers. Looking for someone with 3+ years of work experience. Competitive salary and benefits.<p>If you are interested, I can tell you more and provide a referral to our recruiting team. 
Send email to s.ivanov@criteo.com with English CV."
Hacker News,"DataDome | Engineer, Data | Paris, France | Full Time | Onsite 
<a href=""https:&#x2F;&#x2F;datadome.co"" rel=""nofollow"">https:&#x2F;&#x2F;datadome.co</a> <a href=""https:&#x2F;&#x2F;docs.datadome.co&#x2F;docs"" rel=""nofollow"">https:&#x2F;&#x2F;docs.datadome.co&#x2F;docs</a><p>Bot hunters is a full time job! With our proprietary SaaS cybersecurity technology, we detect and manage non-human traffic in real-time to protect our clients’ websites and APIs.<p>DataDome is a growing French startup pioneering in bot detection and protection for content publishers, eCommerce websites and advertisers across the world.
We handle and protect more than 1.5 billions daily below 3ms (99p).<p>Our stack:<p>• Stream data processing: Kafka &#x2F; Flink &#x2F; Elasticsearch<p>• Real time detection engine: Java<p>• Webservers modules (nginx,haproxy…): C++ &#x2F; C#, nodeJS, lua<p>• Infrastructure: 100VM (AWS&#x2F;Azure&#x2F;baremetal)<p>• Dashboard: Angular5 &#x2F; symfony3<p>We’re expanding our team and are looking to hire:<p>• FullStack Web Engineer : Angular5 &#x2F; symfony3<p>• Senior Software Engineer : Java, Scala, C++<p>• Data Engineer &#x2F; Data Scientist : Scala, Java, Python<p>• VP Engineer<p>Join us: apply@datadome.co"
Hacker News,"AgileMD (YC S11) | Senior Software Engineer | San Francisco | Full-time | Onsite | Digital Health
At AgileMD, we are building the most advanced real-time predictive analytics and clinical algorithms platform available to hospitals. Our cloud-based engine supports and empowers the medical decisions of thousands of physicians within hospitals and clinics around the country. Our goal is that every patient receives the highest quality and value of care based on the latest medical knowledge and data.<p>We are looking for someone with serious talent and drive to join our core team. This person will be responsible for a number of projects across the stack (AWS, Node, React)<p>Healthcare has some big problems and we are tackling some of the biggest. Delivering to-the-second results of predictive algorithms and actionable clinical algorithms based on live patient data from multiple sources requires a incredibly well designed and implemented system. If this is something that excites you, lets talk.<p>Our stack: Linux, Node (ExpressJS, PM2), React, Aurora (Postgres), MongoDB, AWS ELB, AWS EC2 nginx, and many other AWS suite tools.<p>We are backed by Y-Combinator and Rock Health. AgileMD is funded with seed capital, awards earned by winning the Chicago Booth New Venture Challenge and the Chicago Biotech Consortium Competition, as well as strong revenue from customers who enjoy using our products.<p>Learn more and apply: <a href=""https:&#x2F;&#x2F;agilemd.workable.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;agilemd.workable.com&#x2F;</a>"
Hacker News,"HomeLight | Real Estate | Software Engineers | ONSITE (PHX&#x2F;SF&#x2F;SEA) | Full-time
HomeLight is building the destination for home sellers on the internet. We aim to be the resource for everything you need to consider when selling your home by providing information, tools, and services to make the process as easy as possible. Real estate transactions are generally the largest financial transactions of peoples lives and to date it&#x27;s been an old, slow, murky process. HomeLight is making the industry better and we have a lot of awesome things to build.<p>Our engineering values include being product minded, taking ownership of your work, collaborating across the org, being pragmatic and creative, and having low ego and low drama.<p>Our stack includes the following technologies: Ruby, Rails, Python, Ember, React, Cordova, Postgres, Redis, Heroku, Docker, EC2, RDS, ElasticSearch, and more.<p>SF - Downtown office near the salesforce tower. Looking for Full Stack and Data Engineers<p>PHX - Scottsdale. Full stack engineers with strong ruby&#x2F;rails experience<p>SEA - Downtown. Full stack engineer with strong ruby&#x2F;rails experience and a frontend&#x2F;mobile app focused engineer.<p>Process: Phone screen, 2 hour real world take home, onsite, offer. PHX&#x2F;SEA hires will get to make a trip to SF for an onsite here.<p><a href=""https:&#x2F;&#x2F;www.homelight.com&#x2F;careers"" rel=""nofollow"">https:&#x2F;&#x2F;www.homelight.com&#x2F;careers</a><p>Feel free to shoot me an email at mike AT homelight.com as well."
Hacker News,"Athene (athene.com) | Actuarial Data Experts | Base $100k+ and bonus | Des Moines | ONSITE | FILL-TIME | <a href=""https:&#x2F;&#x2F;www.athene.com&#x2F;careers"" rel=""nofollow"">https:&#x2F;&#x2F;www.athene.com&#x2F;careers</a>
Athene is a leading retirement services company that is building a foundational framework to encompass the full complement of our data. We are looking for skilled data architects&#x2F;developers&#x2F;scientists who have fixed annuity business domain knowledge and experience with data aggregation and preparation for actuarial usage. The Athene data team is integrating and conforming data from multiple systems into a dynamic and scalable set of data marts. We use Postgres and Python.
We are hiring in beautiful Des Moines, Iowa and offer relocation. If you are interested please email SKoogler (at) athene (dot) com"
